Date,Open,High,Low,Close,Adj Close,Volume
2/4/2017,4.08451,4.09656,4.01545,4.058,4.058,6926300
2/5/2017,4.06511,4.07048,4.01886,4.04292,4.04292,4635400
2/6/2017,4.05798,4.07938,4.04054,4.04401,4.04401,4972300
2/7/2017,4.05348,4.07875,4.0392,4.04037,4.04037,6570650
2/8/2017,4.04974,4.08043,3.9705,4.02317,4.02317,7016980
2/9/2017,4.02965,4.08306,3.71397,3.79859,3.79859,21297300
2/10/2017,3.80109,3.81088,3.69848,3.77721,3.77721,7918280
2/11/2017,3.77722,3.80456,3.76698,3.7931,3.7931,3340840
2/12/2017,3.79587,3.79587,3.74592,3.76437,3.76437,2706320
2/13/2017,3.76823,3.76948,3.70399,3.71789,3.71789,4721650
2/14/2017,3.71529,3.77326,3.70713,3.7708,3.7708,3994400
2/15/2017,3.76918,3.81628,3.7556,3.80928,3.80928,2683590
2/16/2017,3.79676,3.81978,3.77973,3.78681,3.78681,3991580
2/17/2017,3.77838,3.83947,3.77417,3.83036,3.83036,4001350
2/18/2017,3.828,3.828,3.7782,3.79103,3.79103,3209270
2/19/2017,3.79258,3.79364,3.74472,3.76226,3.76226,2701490
2/20/2017,3.76865,3.78444,3.74962,3.76766,3.76766,3128060
2/21/2017,3.76362,3.79777,3.75727,3.78328,3.78328,4110740
2/22/2017,3.78758,3.84113,3.78112,3.80522,3.80522,4547610
2/23/2017,3.80004,3.84723,3.79636,3.84295,3.84295,4096480
2/24/2017,3.83092,3.88013,3.81601,3.84672,3.84672,6921090
2/25/2017,3.85222,3.85991,3.81456,3.82611,3.82611,3581200
2/26/2017,3.81588,3.84742,3.79704,3.82672,3.82672,2688250
2/27/2017,3.81343,3.82915,3.79698,3.80274,3.80274,3766590
2/28/2017,3.80369,3.81628,3.76414,3.77099,3.77099,4045440
3/1/2017,3.77306,3.81441,3.76119,3.7989,3.7989,4405000
3/2/2017,3.79529,4.11103,3.77774,3.92423,3.92423,9439480
3/3/2017,3.92129,3.99668,3.89802,3.92082,3.92082,7515680
3/4/2017,3.91191,3.92246,3.85926,3.884,3.884,3361400
3/5/2017,3.8631,3.90156,3.83635,3.90156,3.90156,2836910
3/6/2017,3.87224,3.9266,3.86215,3.9214,3.9214,4393810
3/7/2017,3.89404,3.90926,3.80135,3.82148,3.82148,5619560
3/8/2017,3.80758,3.81727,3.74656,3.776,3.776,4594400
3/9/2017,3.76639,3.84447,3.76281,3.83842,3.83842,3092100
3/10/2017,3.82828,3.87942,3.72948,3.75217,3.75217,7090150
3/11/2017,3.7588,3.8366,3.75013,3.798,3.798,3463740
3/12/2017,3.7866,3.86104,3.78425,3.84257,3.84257,3373750
3/13/2017,3.84744,4.24551,3.83242,4.17054,4.17054,22439100
3/14/2017,4.17381,4.17381,4.00571,4.05519,4.05519,7928910
3/15/2017,4.04686,4.1804,4.00248,4.16087,4.16087,6571900
3/16/2017,4.14731,4.38371,4.10055,4.2371,4.2371,12755200
3/17/2017,4.23317,4.23317,4.03685,4.0551,4.0551,11109600
3/18/2017,4.04052,4.15746,3.86067,3.96762,3.96762,12199700
3/19/2017,3.9565,4.02711,3.89985,3.95641,3.95641,6013050
3/20/2017,3.95048,4.04542,3.88995,4.03331,4.03331,4068240
3/21/2017,4.03637,4.04106,3.98193,4.00922,4.00922,4970080
3/22/2017,3.98735,4.00705,3.89355,3.93649,3.93649,5949960
3/23/2017,3.93174,4.00249,3.92214,3.98003,3.98003,3354160
3/24/2017,3.97307,4.1307,3.93841,4.08396,4.08396,12524300
3/25/2017,4.07347,4.11892,3.96744,4.07062,4.07062,7904680
3/26/2017,4.06615,4.09876,4.02709,4.06074,4.06074,3911060
3/27/2017,4.06639,4.14347,4.04358,4.07528,4.07528,5162690
3/28/2017,4.06968,4.17715,4.06036,4.15568,4.15568,4297870
3/29/2017,4.14237,4.20201,4.09391,4.1859,4.1859,8479960
3/30/2017,4.17891,7.04408,4.14512,6.98063,6.98063,191251008
3/31/2017,7.01873,7.07454,5.85482,6.66706,6.66706,98922600
4/1/2017,6.65316,6.98422,6.31102,6.88352,6.88352,57711700
4/2/2017,6.86292,7.94415,6.64882,7.7445,7.7445,88560400
4/3/2017,7.74462,8.63583,7.24212,8.07058,8.07058,114179000
4/4/2017,8.11843,8.96237,7.52643,8.28936,8.28936,129208000
4/5/2017,8.24728,11.4225,7.96121,11.094,11.094,217834000
4/6/2017,11.1231,11.4538,9.66454,10.2517,10.2517,194300000
4/7/2017,10.2235,10.5603,9.19092,9.37156,9.37156,94765600
4/8/2017,9.33604,10.3512,9.33134,9.91621,9.91621,58489100
4/9/2017,9.88879,10.0123,8.42726,8.70985,8.70985,90963296
4/10/2017,8.721,9.20126,8.18508,8.91704,8.91704,74425696
4/11/2017,8.91162,9.27587,8.66323,8.85383,8.85383,50700000
4/12/2017,8.83101,11.0616,8.83101,10.7856,10.7856,159255008
4/13/2017,10.7644,10.7722,9.93188,10.1495,10.1495,64187400
4/14/2017,10.1309,10.5062,9.68268,10.39,10.39,61137000
4/15/2017,10.3421,11.0021,10.1979,10.7946,10.7946,47922000
4/16/2017,10.7455,10.9037,10.6651,10.7149,10.7149,24321400
4/17/2017,10.5957,11.1798,10.3878,10.4216,10.4216,104055000
4/18/2017,10.4189,10.9422,9.97121,10.3201,10.3201,83183296
4/19/2017,10.3138,10.3475,9.58902,9.65808,9.65808,55784900
4/20/2017,9.63475,10.6635,9.58892,10.3349,10.3349,55828300
4/21/2017,10.2915,11.5367,10.1627,11.2278,11.2278,99012200
4/22/2017,11.1766,13.0682,11.1074,13.0646,13.0646,158914000
4/23/2017,13.0653,14.4063,12.9538,13.9391,13.9391,198452000
4/24/2017,13.964,14.9655,13.3313,14.9655,14.9655,60177200
4/25/2017,14.9787,15.4302,14.2436,15.2128,15.2128,56668300
4/26/2017,15.2059,15.788,14.5558,14.8481,14.8481,71308800
4/27/2017,14.8436,15.0035,13.4745,14.622,14.622,76208000
4/28/2017,14.5931,14.7838,14.0562,14.3415,14.3415,41067800
4/29/2017,14.397,15.7669,14.362,15.7421,15.7421,45713600
4/30/2017,15.7031,16.072701,15.4676,15.7056,15.7056,43929100
5/1/2017,15.7081,16.365801,14.8757,15.9177,15.9177,66989400
5/2/2017,15.9227,16.231001,15.1544,15.895,15.895,38692100
5/3/2017,15.8752,21.8018,15.6674,21.042601,21.042601,253440992
5/4/2017,21.0445,25.6896,20.8557,23.3936,23.3936,242912000
5/5/2017,23.471201,27.8466,23.4163,26.266899,26.266899,218948992
5/6/2017,26.466801,28.587099,25.4863,28.1598,28.1598,108083000
5/7/2017,28.2015,31.368601,28.2015,30.2911,30.2911,187718000
5/8/2017,30.3724,30.7381,27.3284,28.9582,28.9582,132650000
5/9/2017,28.964399,33.760601,24.489201,33.583,33.583,251516992
5/10/2017,33.2981,37.328602,31.216801,31.962099,31.962099,410465984
5/11/2017,32.657101,32.905899,28.028799,30.717699,30.717699,206136992
5/12/2017,30.931299,31.6796,27.369499,27.454901,27.454901,110569000
5/13/2017,27.218901,28.912001,25.5231,28.912001,28.912001,83564400
5/14/2017,29.09,30.4508,27.788601,28.893,28.893,67853200
5/15/2017,28.894501,28.9328,25.1868,25.365299,25.365299,97147904
5/16/2017,25.337601,25.337601,22.809999,23.3277,23.3277,136875008
5/17/2017,23.242399,25.9494,20.795401,25.4044,25.4044,141118000
5/18/2017,25.1654,29.005301,25.115299,28.357599,28.357599,115830000
5/19/2017,28.2871,28.4119,26.780199,27.6975,27.6975,96923800
5/20/2017,27.681299,28.1569,27.195101,27.506001,27.506001,59065000
5/21/2017,27.4762,28.7367,25.7344,26.298201,26.298201,104882000
5/22/2017,26.1415,27.5049,23.271,25.381001,25.381001,164828992
5/23/2017,25.303499,32.112099,24.932899,32.112099,32.112099,216875008
5/24/2017,32.1217,35.164501,31.7117,34.4534,34.4534,196292000
5/25/2017,34.469002,36.214901,28.8738,29.9002,29.9002,687651008
5/26/2017,30.3251,31.3158,22.556101,23.748301,23.748301,484254016
5/27/2017,23.403099,25.430799,20.0979,23.7353,23.7353,505424000
5/28/2017,24.007401,26.0728,22.1085,24.2206,24.2206,377039008
5/29/2017,24.3249,25.688,23.2827,25.2125,25.2125,219796000
5/30/2017,25.318899,26.1346,24.0308,24.142,24.142,216944000
5/31/2017,24.293501,25.572701,23.184299,25.2976,25.2976,298675008
6/1/2017,25.343901,29.6199,25.298201,28.8034,28.8034,420472992
6/2/2017,28.897301,29.888201,27.743,28.9447,28.9447,332251008
6/3/2017,29.036301,29.169399,26.626101,27.660999,27.660999,290556000
6/4/2017,27.650299,27.939301,26.945499,27.939301,27.939301,204435008
6/5/2017,28.09,30.992901,28.09,30.8433,30.8433,366900992
6/6/2017,30.8407,31.331699,29.2579,30.551001,30.551001,321099008
6/7/2017,30.568701,30.6849,28.374201,28.394699,28.394699,264596992
6/8/2017,28.3813,30.3426,27.879999,30.211901,30.211901,229004992
6/9/2017,30.1873,30.5893,29.6234,29.681601,29.681601,176840992
6/10/2017,29.6845,30.5888,29.6619,30.4417,30.4417,202679008
6/11/2017,30.5009,33.560699,30.1595,33.216301,33.216301,406217984
6/12/2017,33.230499,33.230499,27.8022,29.5035,29.5035,372663008
6/13/2017,29.4916,30.6429,29.332001,30.6429,30.6429,150455008
6/14/2017,30.739,32.062801,29.3169,30.224701,30.224701,278323008
6/15/2017,30.215401,30.3748,27.3127,30.2201,30.2201,314502016
6/16/2017,30.2791,35.7005,29.5539,35.7005,35.7005,515972992
6/17/2017,36.183899,49.299599,36.183899,47.645901,47.645901,1730780032
6/18/2017,47.4422,47.4422,42.4258,46.041599,46.041599,1016220032
6/19/2017,46.161999,53.550999,44.987099,50.3209,50.3209,1342360064
6/20/2017,50.409,51.469101,45.750301,47.2164,47.2164,612934976
6/21/2017,47.2952,49.728298,44.215801,47.787498,47.787498,640054016
6/22/2017,47.7188,48.8517,45.8699,47.712898,47.712898,445323008
6/23/2017,47.747799,48.4235,47.273899,47.335499,47.335499,284270016
6/24/2017,47.2467,47.443298,44.0116,44.491798,44.491798,321214016
6/25/2017,44.4907,46.215302,43.054298,43.9244,43.9244,354372000
6/26/2017,44.036999,44.3452,37.549599,41.131802,41.131802,538072000
6/27/2017,41.131302,41.3885,36.199501,40.5415,40.5415,565265024
6/28/2017,40.816002,43.613701,39.1777,42.849499,42.849499,353444000
6/29/2017,42.830101,42.830101,40.352901,41.0653,41.0653,300131008
6/30/2017,41.042999,41.7467,40.174,40.354301,40.354301,251184000
7/1/2017,40.404099,40.5783,38.4716,38.988201,38.988201,225507008
7/2/2017,38.9492,43.266899,37.8046,41.5676,41.5676,315630016
7/3/2017,41.4785,48.4039,40.9706,46.425201,46.425201,729937984
7/4/2017,46.562599,55.4244,46.562599,55.3344,55.3344,1101750016
7/5/2017,55.274899,56.034698,50.596001,53.1945,53.1945,790609024
7/6/2017,53.195499,53.195499,50.115101,51.130299,51.130299,461148992
7/7/2017,51.101501,51.136002,45.6325,46.5755,46.5755,553712000
7/8/2017,46.639301,52.745098,44.670101,52.1385,52.1385,604987008
7/9/2017,52.363701,53.3088,49.527,49.580502,49.580502,409244000
7/10/2017,49.908798,50.534801,44.737,46.576401,46.576401,373252992
7/11/2017,46.2742,47.3894,43.6451,45.330799,45.330799,400044992
7/12/2017,45.255901,49.070499,44.0653,48.751202,48.751202,369964000
7/13/2017,48.7234,49.049301,45.389301,46.327801,46.327801,229104992
7/14/2017,46.3592,46.477699,40.801998,42.8027,42.8027,320419008
7/15/2017,42.805302,42.805302,37.778599,38.923901,38.923901,327332000
7/16/2017,38.921001,41.969299,36.3848,40.912899,40.912899,393366016
7/17/2017,41.189201,43.073002,40.172298,42.669701,42.669701,355036000
7/18/2017,42.623001,45.330399,41.4673,44.302399,44.302399,380816000
7/19/2017,44.347401,44.4188,40.560799,40.864399,40.864399,246376992
7/20/2017,40.955399,45.447498,40.955399,45.015701,45.015701,354801984
7/21/2017,45.068501,47.447498,44.5215,45.763,45.763,286020000
7/22/2017,45.772999,46.798698,45.4529,46.5583,46.5583,132333000
7/23/2017,46.628201,46.639702,42.936001,44.055901,44.055901,219256992
7/24/2017,44.159599,44.811501,43.287701,44.405499,44.405499,158532000
7/25/2017,44.482899,44.788799,41.067299,42.241299,42.241299,206307008
7/26/2017,42.287998,42.698601,40.625702,42.229698,42.229698,121389000
7/27/2017,42.353199,42.619499,41.389301,42.139801,42.139801,81714000
7/28/2017,42.216202,42.470299,35.941502,40.614601,40.614601,137556000
7/29/2017,40.558899,41.341202,38.743999,41.115501,41.115501,109945000
7/30/2017,41.184502,41.817699,40.062,40.422001,40.422001,75746704
7/31/2017,40.340302,44.033401,38.947701,43.022701,43.022701,240820992
8/1/2017,43.019299,43.77,41.084999,43.036301,43.036301,203656000
8/2/2017,43.074902,43.206299,42.0667,42.132198,42.132198,103557000
8/3/2017,42.193001,43.1674,42.132801,42.8615,42.8615,95497600
8/4/2017,42.893501,43.7131,42.821499,43.449699,43.449699,114810000
8/5/2017,43.486,46.916599,43.476002,46.859001,46.859001,248320000
8/6/2017,46.845001,47.3013,45.098598,45.103001,45.103001,147891008
8/7/2017,45.1717,46.484001,45.123798,45.795502,45.795502,106560000
8/8/2017,45.898102,49.368301,45.794102,48.631901,48.631901,205564992
8/9/2017,48.5867,50.226398,47.164299,48.011902,48.011902,253103008
8/10/2017,48.0494,48.507,46.499802,46.499802,46.499802,121661000
8/11/2017,46.4049,47.327301,46.4049,47.0994,47.0994,137644000
8/12/2017,47.050598,47.623501,46.285801,46.433899,46.433899,142064992
8/13/2017,46.568699,48.0728,44.325901,45.812801,45.812801,242564992
8/14/2017,45.832298,46.510899,45.431198,45.804501,45.804501,114402000
8/15/2017,45.813499,45.835701,42.2943,43.306499,43.306499,206080992
8/16/2017,43.371899,45.0564,42.570301,44.151199,44.151199,120765000
8/17/2017,44.178799,44.832001,43.784199,43.9146,43.9146,104020000
8/18/2017,43.897202,47.859501,43.5909,47.281399,47.281399,293350016
8/19/2017,47.054298,47.081699,43.782001,45.48,45.48,155404000
8/20/2017,45.376202,47.546101,44.751499,46.230999,46.230999,138850000
8/21/2017,46.1898,48.747601,45.621399,47.936001,47.936001,207172000
8/22/2017,47.895199,47.895199,45.476398,46.7271,46.7271,163104000
8/23/2017,46.7136,54.7799,46.483601,53.2481,53.2481,447188000
8/24/2017,52.824402,53.280399,50.1856,50.1856,50.1856,391342016
8/25/2017,50.172298,52.1348,49.842098,51.1768,51.1768,157619008
8/26/2017,51.165798,52.2603,50.4524,51.749599,51.749599,126024000
8/27/2017,51.804798,64.442299,51.6385,61.158798,61.158798,890545984
8/28/2017,61.3634,64.919998,59.867599,62.355499,62.355499,556636992
8/29/2017,62.3946,63.286301,61.257301,63.167,63.167,294799008
8/30/2017,63.163799,64.213699,60.897301,64.169296,64.169296,240308992
8/31/2017,64.158203,72.280701,64.040398,71.055099,71.055099,633147008
9/1/2017,70.856102,87.405899,70.005402,86.039703,86.039703,1551740032
9/2/2017,85.829903,92.065201,72.226501,79.0243,79.0243,1363990016
9/3/2017,78.979897,82.829803,73.608498,76.843002,76.843002,675462016
9/4/2017,76.732101,76.732101,61.243698,65.205803,65.205803,922041024
9/5/2017,65.251297,72.443703,59.049999,71.2948,71.2948,1016089984
9/6/2017,71.777298,80.639,71.513901,80.114304,80.114304,830718016
9/7/2017,79.877998,81.055,75.590897,78.484299,78.484299,526828992
9/8/2017,78.452797,80.126099,63.829899,67.7948,67.7948,930673024
9/9/2017,67.2127,69.553802,64.009102,66.009102,66.009102,467895008
9/10/2017,65.802803,65.951202,57.0644,61.613499,61.613499,529848000
9/11/2017,61.646599,67.232498,61.371498,66.039902,66.039902,412076000
9/12/2017,66.2388,70.252998,63.8633,64.233704,64.233704,481217984
9/13/2017,64.321602,64.597,58.934799,61.730099,61.730099,501521984
9/14/2017,61.6422,62.426701,41.248501,41.5849,41.5849,749713984
9/15/2017,41.685001,50.647701,32.030998,48.212601,48.212601,1554339968
9/16/2017,48.1334,52.829201,46.464901,48.258301,48.258301,562278016
9/17/2017,48.2304,49.881802,45.124802,48.4902,48.4902,245262000
9/18/2017,48.530201,55.614899,48.530201,55.525398,55.525398,408675008
9/19/2017,55.683601,55.883301,51.047798,52.8353,52.8353,286583008
9/20/2017,52.7449,53.829899,51.251301,51.733799,51.733799,160252000
9/21/2017,51.663601,52.314201,45.6674,46.605801,46.605801,229363008
9/22/2017,46.652699,49.092098,45.188999,48.090302,48.090302,218134000
9/23/2017,48.157101,49.789501,46.687,49.271599,49.271599,142072992
9/24/2017,49.250099,49.2687,47.5186,47.618301,47.618301,82147104
9/25/2017,47.6199,52.4389,47.571701,51.580101,51.580101,208640992
9/26/2017,51.687901,53.702499,51.077,51.546799,51.546799,173663008
9/27/2017,51.576199,56.5406,51.576199,56.2831,56.2831,220363008
9/28/2017,56.2122,56.671299,53.4081,54.085201,54.085201,202008992
9/29/2017,54.109299,54.159901,50.4188,52.623001,52.623001,186560000
9/30/2017,52.626499,55.234501,52.619099,55.142399,55.142399,131446000
10/1/2017,55.1362,55.161598,53.625198,54.543301,54.543301,100183000
10/2/2017,54.546902,54.784801,53.257999,53.375999,53.375999,95474600
10/3/2017,53.3904,53.592999,51.586601,52.349602,52.349602,88516096
10/4/2017,52.284302,53.046101,50.830399,51.399502,51.399502,77473400
10/5/2017,51.401402,51.865501,50.440498,51.669498,51.669498,69594400
10/6/2017,51.636002,52.6031,51.530499,52.120098,52.120098,59355900
10/7/2017,52.137501,52.749802,51.6362,52.584,52.584,51786200
10/8/2017,52.4935,54.5051,52.257,53.142601,53.142601,100841000
10/9/2017,53.0825,53.388199,48.4725,50.164001,50.164001,152366000
10/10/2017,50.154202,51.671299,49.8573,50.717098,50.717098,90415504
10/11/2017,50.7533,51.136398,50.316502,50.887501,50.887501,57390100
10/12/2017,50.8867,60.107601,50.871498,60.107601,60.107601,341368992
10/13/2017,60.551899,60.9617,55.8409,59.428902,59.428902,357124000
10/14/2017,59.405602,66.193001,58.600899,63.950199,63.950199,313105984
10/15/2017,64.126602,70.093803,62.5494,65.4674,65.4674,453940000
10/16/2017,65.7183,66.3358,62.691299,64.621902,64.621902,200428000
10/17/2017,64.673203,64.695503,58.853901,59.479,59.479,205363008
10/18/2017,59.586899,61.747601,53.793701,60.730801,60.730801,283868992
10/19/2017,60.8218,61.292198,58.7085,59.7397,59.7397,160943008
10/20/2017,59.809799,61.884201,58.5634,60.330601,60.330601,150542000
10/21/2017,60.303799,60.521,56.834099,58.201801,58.201801,139503008
10/22/2017,58.2719,58.6507,56.437901,56.807899,56.807899,96781400
10/23/2017,56.770699,56.770699,52.872398,54.9202,54.9202,177315008
10/24/2017,54.959499,59.101299,53.294498,55.9632,55.9632,199788992
10/25/2017,55.951698,56.580101,54.094002,56.494301,56.494301,114510000
10/26/2017,56.468601,57.145401,55.2771,55.737999,55.737999,81104704
10/27/2017,55.6731,56.254002,55.154301,55.332401,55.332401,78923104
10/28/2017,55.3843,56.131802,54.5732,54.693901,54.693901,71063200
10/29/2017,54.6698,57.751999,54.4935,57.1064,57.1064,138340000
10/30/2017,56.840199,58.549599,56.235802,56.390499,56.390499,129287000
10/31/2017,56.365002,56.787102,55.717602,55.754101,55.754101,99381104
11/1/2017,55.7407,55.7407,53.180801,53.180801,53.180801,112759000
11/2/2017,53.5592,55.2775,50.850498,54.737301,54.737301,221076992
11/3/2017,54.578201,56.292099,54.283901,56.1814,56.1814,150030000
11/4/2017,56.2159,56.368801,54.936401,55.037201,55.037201,83633104
11/5/2017,55.0257,55.476799,54.628101,54.746399,54.746399,84302000
11/6/2017,54.759201,56.1731,53.945702,55.173698,55.173698,133918000
11/7/2017,54.987701,63.810501,54.985298,61.2952,61.2952,402670016
11/8/2017,61.112999,64.065002,60.790001,62.573101,62.573101,349454016
11/9/2017,62.489601,66.838303,61.7258,64.269699,64.269699,279652992
11/10/2017,64.436203,65.8964,56.9132,59.260101,59.260101,291596000
11/11/2017,59.3489,63.711601,59.242199,62.303299,62.303299,272494016
11/12/2017,62.3092,62.3092,57.413399,59.005402,59.005402,322820000
11/13/2017,59.1758,62.7644,58.848701,61.3965,61.3965,237478000
11/14/2017,61.642899,63.812401,60.8661,62.6796,62.6796,174111008
11/15/2017,62.7752,65.524696,62.708801,63.823601,63.823601,194636000
11/16/2017,63.809101,72.479103,62.937401,71.060204,71.060204,418128992
11/17/2017,70.448402,71.118401,65.781799,67.569,67.569,350504992
11/18/2017,67.405197,69.765602,65.714104,69.6437,69.6437,174063008
11/19/2017,69.511902,72.980797,68.604202,71.589302,71.589302,243056992
11/20/2017,71.413002,72.918404,70.792999,72.2528,72.2528,188976000
11/21/2017,72.1968,72.5345,68.109398,70.028297,70.028297,231664992
11/22/2017,70.182198,71.950996,70.182198,71.892799,71.892799,157890000
11/23/2017,71.975098,76.396797,70.902802,73.223396,73.223396,315247008
11/24/2017,73.141899,77.9683,72.812302,77.9683,77.9683,287392000
11/25/2017,77.908699,89.367203,77.522301,88.816902,88.816902,487896992
11/26/2017,88.939301,88.939301,84.017303,85.926804,85.926804,357456992
11/27/2017,85.889702,93.286201,85.889702,91.602699,91.602699,429591008
11/28/2017,91.723999,96.033798,90.339798,96.033798,96.033798,388931008
11/29/2017,96.012497,104.609001,81.768097,85.570999,85.570999,786819968
11/30/2017,86.246696,93.539902,78.075401,88.330704,88.330704,481948000
12/1/2017,88.003502,100.412003,83.738297,99.0037,99.0037,561342976
12/2/2017,98.941498,103.794998,98.315903,100.283997,100.283997,402553984
12/3/2017,100.195,106.390999,98.101601,101.263,101.263,364022016
12/4/2017,101.396004,104.236,96.532501,104.236,104.236,331151008
12/5/2017,104.277,104.303001,101.839996,102.397003,102.397003,328726016
12/6/2017,102.477997,104.818001,97.314697,100.351997,100.351997,547512000
12/7/2017,99.9841,101.343002,92.271698,98.292397,98.292397,645691008
12/8/2017,98.328102,133.070007,95.396004,124.846001,124.846001,1515559936
12/9/2017,127.478996,171.550995,126.587997,155.242004,155.242004,2436539904
12/10/2017,155.626999,155.626999,130.160995,148.660004,148.660004,1087340032
12/11/2017,148.257996,225.287003,147.341003,214.203003,214.203003,2913979904
12/12/2017,212.464005,341.723999,209.682007,316.158997,316.158997,6961679872
12/13/2017,315.362,341.795013,287.483002,302.60199,302.60199,3409789952
12/14/2017,301.197998,311.319,265.657013,279.328003,279.328003,2114880000
12/15/2017,280.967987,316.406006,251.223999,299.778992,299.778992,2599940096
12/16/2017,299.337006,309.901001,290.134003,298.971985,298.971985,1291379968
12/17/2017,301.783997,332.589996,301.783997,318.718994,318.718994,1703580032
12/18/2017,318.953003,360.933014,302.003998,358.335999,358.335999,1966599936
12/19/2017,359.125,375.286011,335.674988,350.252991,350.252991,2150479872
12/20/2017,349.604004,349.604004,308.627014,314.621002,314.621002,2104060032
12/21/2017,314.660004,339.739014,299.528992,317.462006,317.462006,1555939968
12/22/2017,319.256989,320.302002,187.477005,264.932007,264.932007,2938040064
12/23/2017,269.266998,312.667999,261.636993,288.265991,288.265991,1352579968
12/24/2017,291.007996,291.007996,251.037994,275.980011,275.980011,1122909952
12/25/2017,277.493988,286.790009,269.572998,273.390015,273.390015,804377024
12/26/2017,273.108002,289.510986,272.261993,286.503998,286.503998,842993024
12/27/2017,286.588989,290.944,264.423004,272.174011,272.174011,777137984
12/28/2017,272.126007,273.177002,231.376999,249.929993,249.929993,2593240064
12/29/2017,250.352005,258.040985,238.332993,245.501999,245.501999,1392210048
12/30/2017,245.087006,245.432999,208.197006,218.962997,218.962997,943667008
12/31/2017,216.975006,237.791,213.811005,232.095993,232.095993,771041984
1/1/2018,231.666,236.634003,222.203003,229.033005,229.033005,633142016
1/2/2018,228.990005,263.625,228.990005,255.684006,255.684006,1237949952
1/3/2018,255.695007,260.742004,243.134995,245.367996,245.367996,3215280128
1/4/2018,245.475006,245.475006,227.013,241.369995,241.369995,3481550080
1/5/2018,241.033997,256.14801,237.880005,249.270996,249.270996,1710599936
1/6/2018,249.768005,323.11499,249.414993,296.45401,296.45401,2264740096
1/7/2018,296.053009,305.527008,281.927002,288.450989,288.450989,1055400000
1/8/2018,287.725006,289.069,237.664993,255.763,255.763,1182080000
1/9/2018,254.606003,258.502991,240.184006,247.037003,247.037003,940825024
1/10/2018,248.072998,251.054001,233.858994,250.518005,250.518005,1009910016
1/11/2018,251.522003,255.048004,223.003006,229.365997,229.365997,1079389952
1/12/2018,229.787003,243.591995,224.820999,236.856003,236.856003,691160000
1/13/2018,236.882004,263.195007,236.882004,259.192993,259.192993,961043008
1/14/2018,260.57901,270.85199,234.272003,238.675003,238.675003,886414976
1/15/2018,237.289001,245.003998,232.774002,232.774002,232.774002,601769984
1/16/2018,232.817001,232.817001,152.292999,188.330994,188.330994,1405069952
1/17/2018,190.145004,197.789993,141.007004,186.516006,186.516006,1422489984
1/18/2018,186.949005,207.016006,176.830002,192.837006,192.837006,936784000
1/19/2018,191.192001,202.074997,186.938004,192.964005,192.964005,560284032
1/20/2018,194.378006,214.587997,194.378006,211.018005,211.018005,540785984
1/21/2018,211.235001,211.235001,184.636002,190.421005,190.421005,463516000
1/22/2018,191.789993,195.246002,166.882996,180.007996,180.007996,494091008
1/23/2018,180.279007,186.306,165.725998,177.807007,177.807007,441764992
1/24/2018,178.425003,186.279007,173.718994,179.987,179.987,375948992
1/25/2018,181.563004,185.423004,176.348999,180.272003,180.272003,363137984
1/26/2018,179.819,182.891998,167.084,176.733994,176.733994,375476992
1/27/2018,176.660995,183.154007,174.878998,180.886002,180.886002,291632992
1/28/2018,181.421005,194.679001,181.421005,193.865005,193.865005,363515008
1/29/2018,193.751007,194.386002,179.231995,181.664001,181.664001,303560992
1/30/2018,181.445007,181.518005,163.033997,165.276001,165.276001,433227008
1/31/2018,165.296005,167.067993,157.645004,163.350998,163.350998,363292992
2/1/2018,163.682007,165.813995,131.548004,142.296997,142.296997,539880000
2/2/2018,142.561996,142.561996,105.346001,131.378998,131.378998,815539968
2/3/2018,131.401001,165.554993,121.166,160.25,160.25,687676032
2/4/2018,160.380997,173.796005,139.694,148.024994,148.024994,1006080000
2/5/2018,148.727005,153.524002,118.147003,125.330002,125.330002,844678016
2/6/2018,127.521004,146.113998,106.944,142.990997,142.990997,1148409984
2/7/2018,142.481995,157.897995,131.524002,138.203003,138.203003,817808000
2/8/2018,138.335999,151.080994,138.335999,149.466003,149.466003,869206976
2/9/2018,149.729996,163.979996,142.585999,163.949997,163.949997,722204992
2/10/2018,163.488007,169.328995,149.143997,155.593002,155.593002,576328000
2/11/2018,155.391998,155.731003,142.610992,148.990005,148.990005,495720000
2/12/2018,150.104004,163.348007,150.104004,161.565994,161.565994,535710016
2/13/2018,161.774994,162.373993,153.511002,159.554001,159.554001,483468000
2/14/2018,159.578995,218.231003,159.578995,213.358994,213.358994,2383340032
2/15/2018,212.347,237.876999,211.173996,225.425995,225.425995,2087289984
2/16/2018,225.5,236.087997,212.328995,230.123993,230.123993,1300089984
2/17/2018,229.501999,233.451004,225.602997,229.464996,229.464996,863401024
2/18/2018,230.509003,232.643997,214.457993,215.735992,215.735992,1011120000
2/19/2018,215.414993,226.966995,215.376999,223.057007,223.057007,767596992
2/20/2018,223.087006,253.897995,222.507004,232.850998,232.850998,1739670016
2/21/2018,230.947998,235.410004,208.925003,213.352005,213.352005,1195820032
2/22/2018,212.841003,222.768005,191.809998,195.307999,195.307999,974379008
2/23/2018,194.192993,216.132004,184.070007,209.309006,209.309006,1065680000
2/24/2018,210.636993,220.307007,197.884003,209.421997,209.421997,937312000
2/25/2018,208.132004,225.548996,202.365005,220.475006,220.475006,1028590016
2/26/2018,222.138,234.417007,218.735992,220.962006,220.962006,1297080064
2/27/2018,221.710007,224.209,215.841003,216.598999,216.598999,856454016
